allele,gene,rsid,chr,pos,dataset
*26,CYP2C9,-,10,96702006,Unimputed Modified
*29,CYP2C9,rs182132442,10,96731876,Unimputed Modified
*35,CYP2C9,rs72558189,10,96701991,Unimputed Modified
*35,CYP2C9,rs1799853,10,96702047,Unimputed Modified
*44,CYP2C9,rs200965026,10,96702006,Unimputed Modified
*45,CYP2C9,rs199523631,10,96702011,Unimputed Modified
*61,CYP2C9,rs1799853,10,96702047,Unimputed Modified
*68,CYP2C9,rs1057910,10,96741053,Unimputed Modified
*71,CYP2C9,rs9332239,10,96748777,Unimputed Modified
*2,CYP2C19,rs12769205,10,96535124,Unimputed Modified
*3,CYP2C19,rs4986893,10,96540410,Unimputed Modified
*8,CYP2C19,rs41291556,10,96535173,Unimputed Modified
*13,CYP2C19,rs17879685,10,96609752,Unimputed Modified
*17,CYP2C19,rs12248560,10,96521657,Unimputed Modified
*35,CYP2C19,rs12769205,10,96535124,Unimputed Modified
*7,CYP2D6,rs5030867,22,42523858,Unimputed Modified
*8,CYP2D6,rs5030865,22,42525035,Unimputed Modified
*14,CYP2D6,rs5030865,22,42525035,Unimputed Modified
*22,CYP2D6,rs138100349,22,42526712,Unimputed Modified
*28,CYP2D6,rs72549358,22,42526775,Unimputed Modified
*32,CYP2D6,rs28371725,22,42523805,Unimputed Modified
*33,CYP2D6,rs28371717,22,42524310,Unimputed Modified
*41,CYP2D6,rs28371725,22,42523805,Unimputed Modified
*44,CYP2D6,rs138100349,22,42526712,Unimputed Modified
*52,CYP2D6,rs28371733,22,42522916,Unimputed Modified
*59,CYP2D6,rs79292917,22,42523854,Unimputed Modified
*69,CYP2D6,rs28371725,22,42523805,Unimputed Modified
*72,CYP2D6,rs75386357,22,42523475,Unimputed Modified
*91,CYP2D6,rs28371725,22,42523805,Unimputed Modified
*106,CYP2D6,rs28371733,22,42522916,Unimputed Modified
*114,CYP2D6,rs5030865,22,42525035,Unimputed Modified
*117,CYP2D6,rs78209835,22,42523613,Unimputed Modified
*119,CYP2D6,rs28371725,22,42523805,Unimputed Modified
*123,CYP2D6,rs28371725,22,42523805,Unimputed Modified
*127,CYP2D6,rs1058172,22,42523528,Unimputed Modified
*138,CYP2D6,rs28371725,22,42523805,Unimputed Modified
*139,CYP2D6,rs1058172,22,42523528,Unimputed Modified
*142,CYP2D6,rs138100349,22,42526712,Unimputed Modified
*158,CYP2D6,rs28371725,22,42523805,Unimputed Modified
*4,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*6,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*6,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*7,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*7,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*9,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*13,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*13,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*19,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*19,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*20,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*20,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*26,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*26,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*34,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*34,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*36,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*36,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*37,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*37,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*38,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*38,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*39,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*39,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*40,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*40,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*41,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*41,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*42,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*42,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*43,CYP2B6,rs3745274,19,41512841,Unimputed Standard
*43,CYP2B6,rs2279343,19,41515263,Unimputed Standard
*3,CYP4F2,rs2108622,19,15990431,Unimputed Standard
*4,CYP4F2,rs2108622,19,15990431,Unimputed Standard
*5,CYP4F2,rs3093200,19,15989589,Unimputed Standard
*6,CYP4F2,rs3093153,19,16001215,Unimputed Standard
*22,CYP3A4,rs35599367,7,99366316,Unimputed Standard
*37,CYP3A4,rs35599367,7,99366316,Unimputed Standard
*1,CYP3A5,rs776746,7,99270539,Unimputed Standard
*6,CYP3A5,rs776746,7,99270539,Unimputed Standard
*7,CYP3A5,rs776746,7,99270539,Unimputed Standard
*8,CYP3A5,rs776746,7,99270539,Unimputed Standard
*9,CYP3A5,rs776746,7,99270539,Unimputed Standard
*4,SLCO1B1,rs11045819,12,21329813,Unimputed Standard
*5,SLCO1B1,rs4149056,12,21331549,Unimputed Standard
*14,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*14,SLCO1B1,rs11045819,12,21329813,Unimputed Standard
*15,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*15,SLCO1B1,rs4149056,12,21331549,Unimputed Standard
*19,SLCO1B1,rs34671512,12,21391976,Unimputed Standard
*20,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*20,SLCO1B1,rs34671512,12,21391976,Unimputed Standard
*24,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*25,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*25,SLCO1B1,rs11045819,12,21329813,Unimputed Standard
*27,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*28,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*29,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*30,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*31,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*32,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*32,SLCO1B1,rs11045819,12,21329813,Unimputed Standard
*33,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*37,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*39,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*40,SLCO1B1,rs4149056,12,21331549,Unimputed Standard
*40,SLCO1B1,rs34671512,12,21391976,Unimputed Standard
*42,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*43,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*43,SLCO1B1,rs11045819,12,21329813,Unimputed Standard
*44,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*46,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*46,SLCO1B1,rs4149056,12,21331549,Unimputed Standard
*47,SLCO1B1,rs2306283,12,21329738,Unimputed Standard
*47,SLCO1B1,rs4149056,12,21331549,Unimputed Standard
*3,CYP2C9,rs1057910,10,96741053,Unimputed Standard
*18,CYP2C9,rs1057910,10,96741053,Unimputed Standard
*68,CYP2C9,rs1057910,10,96741053,Unimputed Standard
*2,CYP2C19,rs12769205,10,96535124,Unimputed Standard
*17,CYP2C19,rs12248560,10,96521657,Unimputed Standard
*35,CYP2C19,rs12769205,10,96535124,Unimputed Standard
*32,CYP2D6,rs28371725,22,42523805,Unimputed Standard
*33,CYP2D6,rs28371717,22,42524310,Unimputed Standard
*41,CYP2D6,rs28371725,22,42523805,Unimputed Standard
*69,CYP2D6,rs28371725,22,42523805,Unimputed Standard
*91,CYP2D6,rs28371725,22,42523805,Unimputed Standard
*119,CYP2D6,rs28371725,22,42523805,Unimputed Standard
*123,CYP2D6,rs28371725,22,42523805,Unimputed Standard
*138,CYP2D6,rs28371725,22,42523805,Unimputed Standard
*158,CYP2D6,rs28371725,22,42523805,Unimputed Standard
*2,NUDT15,rs116855232,13,48619855,Raw
*3,NUDT15,rs116855232,13,48619855,Raw
*4,NUDT15,rs147390019,13,48619856,Raw
*5,NUDT15,rs186364861,13,48611934,Raw
*4,CYP3A4,rs55951658,7,99367825,Raw
*5,CYP3A4,rs55901263,7,99365994,Raw
*7,CYP3A4,rs56324128,7,99375702,Raw
*8,CYP3A4,rs72552799,7,99367788,Raw
*9,CYP3A4,rs72552798,7,99367404,Raw
*10,CYP3A4,rs4986908,7,99367392,Raw
*11,CYP3A4,rs67784355,7,99359829,Raw
*12,CYP3A4,rs12721629,7,99359800,Raw
*13,CYP3A4,rs4986909,7,99359670,Raw
*14,CYP3A4,rs12721634,7,99381661,Raw
*15,CYP3A4,rs4986907,7,99367427,Raw
*16,CYP3A4,rs12721627,7,99366093,Raw
*18,CYP3A4,rs28371759,7,99361626,Raw
*21,CYP3A4,rs201821708,7,99361548,Raw
*22,CYP3A4,rs35599367,7,99366316,Raw
*23,CYP3A4,rs57409622,7,99367428,Raw
*24,CYP3A4,rs113667357,7,99366047,Raw
*26,CYP3A4,rs138105638,7,99364063,Raw
*37,CYP3A4,rs35599367,7,99366316,Raw
*38,CYP3A4,rs67784355,7,99359829,Raw
*1,CYP3A5,rs776746,7,99270539,Raw
*6,CYP3A5,rs10264272,7,99262835,Raw
*6,CYP3A5,rs776746,7,99270539,Raw
*7,CYP3A5,rs41303343,7,99250393,Raw
*7,CYP3A5,rs776746,7,99270539,Raw
*8,CYP3A5,rs55817950,7,99273821,Raw
*8,CYP3A5,rs776746,7,99270539,Raw
*9,CYP3A5,rs28383479,7,99258139,Raw
*9,CYP3A5,rs776746,7,99270539,Raw
*3,CYP2B6,rs45482602,19,41515255,Raw
*4,CYP2B6,rs2279343,19,41515263,Raw
*5,CYP2B6,rs3211371,19,41522715,Raw
*6,CYP2B6,rs3745274,19,41512841,Raw
*6,CYP2B6,rs2279343,19,41515263,Raw
*7,CYP2B6,rs3745274,19,41512841,Raw
*7,CYP2B6,rs2279343,19,41515263,Raw
*7,CYP2B6,rs3211371,19,41522715,Raw
*8,CYP2B6,rs12721655,19,41510282,Raw
*9,CYP2B6,rs3745274,19,41512841,Raw
*11,CYP2B6,rs35303484,19,41497346,Raw
*12,CYP2B6,rs36060847,19,41510030,Raw
*13,CYP2B6,rs12721655,19,41510282,Raw
*13,CYP2B6,rs3745274,19,41512841,Raw
*13,CYP2B6,rs2279343,19,41515263,Raw
*15,CYP2B6,rs35979566,19,41518598,Raw
*17,CYP2B6,rs33980385,19,41497293,Raw
*18,CYP2B6,rs28399499,19,41518221,Raw
*19,CYP2B6,rs3745274,19,41512841,Raw
*19,CYP2B6,rs2279343,19,41515263,Raw
*19,CYP2B6,rs34826503,19,41518244,Raw
*20,CYP2B6,rs36056539,19,41512828,Raw
*20,CYP2B6,rs3745274,19,41512841,Raw
*20,CYP2B6,rs2279343,19,41515263,Raw
*21,CYP2B6,rs35010098,19,41518708,Raw
*22,CYP2B6,rs34223104,19,41497129,Raw
*24,CYP2B6,rs564083989,19,41522683,Raw
*26,CYP2B6,rs3745274,19,41512841,Raw
*26,CYP2B6,rs2279343,19,41515263,Raw
*27,CYP2B6,rs36079186,19,41512918,Raw
*28,CYP2B6,rs34698757,19,41515993,Raw
*33,CYP2B6,rs3211371,19,41522715,Raw
*34,CYP2B6,rs34223104,19,41497129,Raw
*34,CYP2B6,rs3745274,19,41512841,Raw
*34,CYP2B6,rs2279343,19,41515263,Raw
*34,CYP2B6,rs3211371,19,41522715,Raw
*35,CYP2B6,rs34223104,19,41497129,Raw
*35,CYP2B6,rs186335453,19,41510063,Raw
*35,CYP2B6,rs145884402,19,41510311,Raw
*35,CYP2B6,rs36079186,19,41512918,Raw
*35,CYP2B6,rs139029625,19,41515911,Raw
*36,CYP2B6,rs34223104,19,41497129,Raw
*36,CYP2B6,rs3745274,19,41512841,Raw
*36,CYP2B6,rs2279343,19,41515263,Raw
*37,CYP2B6,rs3745274,19,41512841,Raw
*37,CYP2B6,rs373489637,19,41512873,Raw
*37,CYP2B6,rs2279343,19,41515263,Raw
*38,CYP2B6,rs281864907,19,41509920,Raw
*38,CYP2B6,rs3745274,19,41512841,Raw
*38,CYP2B6,rs2279343,19,41515263,Raw
*39,CYP2B6,rs2279343,19,41515263,Raw
*39,CYP2B6,rs3745274,19,41512841,Raw
*40,CYP2B6,rs3745274,19,41512841,Raw
*40,CYP2B6,rs2279343,19,41515263,Raw
*41,CYP2B6,rs3745274,19,41512841,Raw
*41,CYP2B6,rs2279343,19,41515263,Raw
*42,CYP2B6,rs3745274,19,41512841,Raw
*42,CYP2B6,rs2279343,19,41515263,Raw
*43,CYP2B6,rs3745274,19,41512841,Raw
*43,CYP2B6,rs2279343,19,41515263,Raw
*48,CYP2B6,rs200238771,19,41518383,Raw
*3,CYP4F2,rs2108622,19,15990431,Raw
*4,CYP4F2,rs2108622,19,15990431,Raw
*5,CYP4F2,rs3093200,19,15989589,Raw
*6,CYP4F2,rs3093153,19,16001215,Raw
*2,SLCO1B1,rs56101265,12,21325716,Raw
*3,SLCO1B1,rs56061388,12,21327529,Raw
*3,SLCO1B1,rs72559745,12,21329817,Raw
*4,SLCO1B1,rs11045819,12,21329813,Raw
*5,SLCO1B1,rs4149056,12,21331549,Raw
*6,SLCO1B1,rs55901008,12,21353529,Raw
*7,SLCO1B1,rs56387224,12,21355583,Raw
*8,SLCO1B1,rs72559748,12,21358855,Raw
*9,SLCO1B1,rs59502379,12,21358933,Raw
*10,SLCO1B1,rs56199088,12,21392011,Raw
*11,SLCO1B1,rs55737008,12,21392047,Raw
*12,SLCO1B1,rs56101265,12,21325716,Raw
*12,SLCO1B1,rs56199088,12,21392011,Raw
*13,SLCO1B1,rs56061388,12,21327529,Raw
*13,SLCO1B1,rs55737008,12,21392047,Raw
*13,SLCO1B1,rs72559745,12,21329817,Raw
*14,SLCO1B1,rs2306283,12,21329738,Raw
*14,SLCO1B1,rs11045819,12,21329813,Raw
*15,SLCO1B1,rs2306283,12,21329738,Raw
*15,SLCO1B1,rs4149056,12,21331549,Raw
*16,SLCO1B1,rs2306282,12,21329802,Raw
*19,SLCO1B1,rs34671512,12,21391976,Raw
*20,SLCO1B1,rs2306283,12,21329738,Raw
*20,SLCO1B1,rs34671512,12,21391976,Raw
*23,SLCO1B1,rs373327528,12,21325710,Raw
*24,SLCO1B1,rs2306283,12,21329738,Raw
*24,SLCO1B1,rs11045852,12,21349885,Raw
*25,SLCO1B1,rs2306283,12,21329738,Raw
*25,SLCO1B1,rs11045819,12,21329813,Raw
*25,SLCO1B1,rs11045852,12,21349885,Raw
*25,SLCO1B1,rs11045853,12,21349910,Raw
*26,SLCO1B1,rs142965323,12,21355598,Raw
*27,SLCO1B1,rs2306283,12,21329738,Raw
*27,SLCO1B1,rs59113707,12,21355489,Raw
*28,SLCO1B1,rs2306283,12,21329738,Raw
*28,SLCO1B1,rs11045852,12,21349885,Raw
*28,SLCO1B1,rs11045853,12,21349910,Raw
*29,SLCO1B1,rs2306283,12,21329738,Raw
*29,SLCO1B1,rs140790673,12,21392092,Raw
*30,SLCO1B1,rs2306283,12,21329738,Raw
*30,SLCO1B1,rs79135870,12,21331891,Raw
*31,SLCO1B1,rs2306283,12,21329738,Raw
*31,SLCO1B1,rs59502379,12,21358933,Raw
*32,SLCO1B1,rs2306283,12,21329738,Raw
*32,SLCO1B1,rs11045819,12,21329813,Raw
*32,SLCO1B1,rs11045852,12,21349885,Raw
*33,SLCO1B1,rs139257324,12,21325668,Raw
*33,SLCO1B1,rs2306283,12,21329738,Raw
*33,SLCO1B1,rs11045852,12,21349885,Raw
*33,SLCO1B1,rs11045853,12,21349910,Raw
*34,SLCO1B1,rs200995543,12,21392079,Raw
*37,SLCO1B1,rs2306283,12,21329738,Raw
*39,SLCO1B1,rs2306283,12,21329738,Raw
*39,SLCO1B1,rs183501729,12,21349909,Raw
*40,SLCO1B1,rs4149056,12,21331549,Raw
*40,SLCO1B1,rs34671512,12,21391976,Raw
*41,SLCO1B1,rs77271279,12,21329832,Raw
*42,SLCO1B1,rs2306283,12,21329738,Raw
*43,SLCO1B1,rs2306283,12,21329738,Raw
*43,SLCO1B1,rs11045819,12,21329813,Raw
*43,SLCO1B1,rs11045852,12,21349885,Raw
*44,SLCO1B1,rs2306283,12,21329738,Raw
*44,SLCO1B1,rs11045852,12,21349885,Raw
*45,SLCO1B1,rs71581941,12,21375289,Raw
*46,SLCO1B1,rs2306283,12,21329738,Raw
*46,SLCO1B1,rs4149056,12,21331549,Raw
*46,SLCO1B1,rs71581941,12,21375289,Raw
*47,SLCO1B1,rs2306283,12,21329738,Raw
*47,SLCO1B1,rs4149056,12,21331549,Raw
*47,SLCO1B1,rs72559747,12,21353478,Raw
*2,CYP2C9,rs1799853,10,96702047,Raw
*3,CYP2C9,rs1057910,10,96741053,Raw
*4,CYP2C9,rs56165452,10,96741054,Raw
*5,CYP2C9,rs28371686,10,96741058,Raw
*9,CYP2C9,rs2256871,10,96708974,Raw
*10,CYP2C9,rs9332130,10,96709037,Raw
*11,CYP2C9,rs28371685,10,96740981,Raw
*12,CYP2C9,rs9332239,10,96748777,Raw
*13,CYP2C9,rs72558187,10,96701715,Raw
*14,CYP2C9,rs72558189,10,96701991,Raw
*16,CYP2C9,rs72558192,10,96731936,Raw
*17,CYP2C9,-,10,96741122,Raw
*18,CYP2C9,rs1057910,10,96741053,Raw
*18,CYP2C9,rs72558193,10,96745830,Raw
*19,CYP2C9,rs769942899,10,96748674,Raw
*20,CYP2C9,rs371055887,10,96701654,Raw
*21,CYP2C9,rs142240658,10,96698528,Raw
*22,CYP2C9,rs2031308986,10,96698560,Raw
*25,CYP2C9,rs1304490498,10,96701970,Raw
*26,CYP2C9,-,10,96702006,Raw
*29,CYP2C9,rs182132442,10,96731876,Raw
*30,CYP2C9,rs781583846,10,96748741,Raw
*31,CYP2C9,rs57505750,10,96740958,Raw
*32,CYP2C9,rs868182778,10,96748780,Raw
*33,CYP2C9,rs200183364,10,96702012,Raw
*34,CYP2C9,rs367826293,10,96740982,Raw
*35,CYP2C9,rs72558189,10,96701991,Raw
*35,CYP2C9,rs1799853,10,96702047,Raw
*36,CYP2C9,rs114071557,10,96698440,Raw
*37,CYP2C9,rs564813580,10,96698585,Raw
*38,CYP2C9,-,10,96701733,Raw
*39,CYP2C9,rs762239445,10,96701739,Raw
*40,CYP2C9,-,10,96701775,Raw
*42,CYP2C9,rs12414460,10,96701988,Raw
*44,CYP2C9,rs200965026,10,96702006,Raw
*45,CYP2C9,rs199523631,10,96702011,Raw
*46,CYP2C9,rs754487195,10,96702062,Raw
*47,CYP2C9,rs774550549,10,96707542,Raw
*49,CYP2C9,-,10,96708886,Raw
*50,CYP2C9,-,10,96708901,Raw
*51,CYP2C9,-,10,96731891,Raw
*52,CYP2C9,rs988617574,10,96731937,Raw
*53,CYP2C9,rs1237225311,10,96731990,Raw
*54,CYP2C9,rs750820937,10,96741007,Raw
*55,CYP2C9,rs1250577724,10,96741059,Raw
*56,CYP2C9,rs764211126,10,96745799,Raw
*60,CYP2C9,rs767284820,10,96748712,Raw
*61,CYP2C9,rs1799853,10,96702047,Raw
*66,CYP2C9,rs578144976,10,96741062,Raw
*68,CYP2C9,rs542577750,10,96741128,Raw
*68,CYP2C9,rs1057910,10,96741053,Raw
*71,CYP2C9,rs9332130,10,96709037,Raw
*71,CYP2C9,rs9332239,10,96748777,Raw
*73,CYP2C9,rs17847037,10,96702065,Raw
*2,CYP2C19,rs12769205,10,96535124,Raw
*3,CYP2C19,rs4986893,10,96540410,Raw
*5,CYP2C19,rs56337013,10,96612495,Raw
*6,CYP2C19,rs72552267,10,96535210,Raw
*7,CYP2C19,rs72558186,10,96541756,Raw
*8,CYP2C19,rs41291556,10,96535173,Raw
*9,CYP2C19,rs17884712,10,96535246,Raw
*10,CYP2C19,rs6413438,10,96541615,Raw
*12,CYP2C19,rs55640102,10,96612671,Raw
*13,CYP2C19,rs17879685,10,96609752,Raw
*14,CYP2C19,rs55752064,10,96522512,Raw
*16,CYP2C19,rs192154563,10,96612522,Raw
*17,CYP2C19,rs12248560,10,96521657,Raw
*18,CYP2C19,rs138142612,10,96602618,Raw
*19,CYP2C19,rs1564657013,10,96522613,Raw
*22,CYP2C19,rs140278421,10,96540331,Raw
*23,CYP2C19,rs118203756,10,96534917,Raw
*24,CYP2C19,rs118203757,10,96602636,Raw
*25,CYP2C19,rs118203759,10,96612542,Raw
*26,CYP2C19,rs375781227,10,96541701,Raw
*29,CYP2C19,rs1564656981,10,96522545,Raw
*30,CYP2C19,rs145328984,10,96534863,Raw
*31,CYP2C19,rs1564660997,10,96534878,Raw
*32,CYP2C19,rs1288601658,10,96534942,Raw
*33,CYP2C19,rs370803989,10,96540336,Raw
*35,CYP2C19,rs12769205,10,96535124,Raw
*39,CYP2C19,rs17885179,10,96535180,Raw
*3,CYP2D6,rs35742686,22,42524244,Raw
*6,CYP2D6,rs5030655,22,42525086,Raw
*7,CYP2D6,rs5030867,22,42523858,Raw
*8,CYP2D6,rs5030865,22,42525035,Raw
*11,CYP2D6,rs201377835,22,42525912,Raw
*12,CYP2D6,rs5030862,22,42526670,Raw
*14,CYP2D6,rs5030865,22,42525035,Raw
*22,CYP2D6,rs138100349,22,42526712,Raw
*23,CYP2D6,rs267608310,22,42525838,Raw
*25,CYP2D6,rs267608295,22,42523595,Raw
*28,CYP2D6,rs72549358,22,42526775,Raw
*28,CYP2D6,rs78482768,22,42525089,Raw
*32,CYP2D6,rs28371725,22,42523805,Raw
*33,CYP2D6,rs28371717,22,42524310,Raw
*36,CYP2D6,rs1135833,22,42522665,Raw
*36,CYP2D6,rs1135835,22,42522662,Raw
*36,CYP2D6,rs28371735,22,42522638,Raw
*36,CYP2D6,rs766507177,22,42522637,Raw
*36,CYP2D6,-,22,42522629,Raw
*41,CYP2D6,rs28371725,22,42523805,Raw
*44,CYP2D6,rs138100349,22,42526712,Raw
*44,CYP2D6,rs72549349,22,42523843,Raw
*47,CYP2D6,rs267608313,22,42526721,Raw
*51,CYP2D6,rs72549348,22,42523621,Raw
*52,CYP2D6,rs28371733,22,42522916,Raw
*55,CYP2D6,rs1931013246,22,42522958,Raw
*56,CYP2D6,rs72549347,22,42523592,Raw
*57,CYP2D6,rs1135833,22,42522665,Raw
*57,CYP2D6,rs1135835,22,42522662,Raw
*57,CYP2D6,rs28371735,22,42522638,Raw
*57,CYP2D6,rs766507177,22,42522637,Raw
*57,CYP2D6,-,22,42522629,Raw
*59,CYP2D6,rs79292917,22,42523854,Raw
*69,CYP2D6,rs28371725,22,42523805,Raw
*72,CYP2D6,rs75386357,22,42523475,Raw
*73,CYP2D6,rs267608308,22,42525782,Raw
*81,CYP2D6,rs367543000,22,42524214,Raw
*82,CYP2D6,rs76187628,22,42525781,Raw
*82,CYP2D6,rs74802369,22,42525773,Raw
*82,CYP2D6,rs78459009,22,42525767,Raw
*83,CYP2D6,rs1135833,22,42522665,Raw
*83,CYP2D6,rs1135835,22,42522662,Raw
*83,CYP2D6,rs28371735,22,42522638,Raw
*83,CYP2D6,rs766507177,22,42522637,Raw
*83,CYP2D6,-,22,42522629,Raw
*84,CYP2D6,rs148769737,22,42524219,Raw
*87,CYP2D6,rs773790593,22,42526780,Raw
*88,CYP2D6,rs76187628,22,42525781,Raw
*91,CYP2D6,-,22,42525058,Raw
*91,CYP2D6,rs28371725,22,42523805,Raw
*94,CYP2D6,rs748712690,22,42523612,Raw
*100,CYP2D6,rs267608279,22,42523965,Raw
*101,CYP2D6,rs730882170,22,42523848,Raw
*103,CYP2D6,rs1135824,22,42525044,Raw
*106,CYP2D6,rs28371733,22,42522916,Raw
*114,CYP2D6,rs5030865,22,42525035,Raw
*115,CYP2D6,rs1135829,22,42523975,Raw
*117,CYP2D6,rs78209835,22,42523613,Raw
*119,CYP2D6,rs28371725,22,42523805,Raw
*121,CYP2D6,rs1135824,22,42525044,Raw
*123,CYP2D6,rs28371725,22,42523805,Raw
*127,CYP2D6,rs1058172,22,42523528,Raw
*132,CYP2D6,rs1135829,22,42523975,Raw
*138,CYP2D6,rs28371725,22,42523805,Raw
*139,CYP2D6,rs1058172,22,42523528,Raw
*141,CYP2D6,rs1135833,22,42522665,Raw
*141,CYP2D6,rs1135835,22,42522662,Raw
*141,CYP2D6,rs28371735,22,42522638,Raw
*141,CYP2D6,rs766507177,22,42522637,Raw
*141,CYP2D6,-,22,42522629,Raw
*142,CYP2D6,rs138100349,22,42526712,Raw
*152,CYP2D6,rs140900383,22,42524342,Raw
*153,CYP2D6,rs567606867,22,42524809,Raw
*156,CYP2D6,rs536109057,22,42526640,Raw
*158,CYP2D6,rs28371725,22,42523805,Raw
*161,CYP2D6,rs368858603,22,42524203,Raw
