allele,gene,rsid,chr,pos,dataset
*147,CYP2D6,rs72549356,22,42128942,Topmed Standard
*154,CYP2D6,rs28371706,22,42129770,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*59,CYP2D6,rs79292917,22,42127852,Topmed Standard
*172,CYP2D6,rs16947,22,42127941,Topmed Standard
*6,CYP2D6,rs5030655,22,42129084,Topmed Standard
*60,CYP2D6,.,22,42128903,Topmed Standard
*62,CYP2D6,rs730882251,22,42126747,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*154,CYP2D6,rs28371706,22,42129770,Topmed Standard
*147,CYP2D6,rs1065852,22,42130692,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*172,CYP2D6,rs16947,22,42127941,Topmed Standard
*147,CYP2D6,rs1065852,22,42130692,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*158,CYP2D6,rs28371725,22,42127803,Topmed Standard
*172,CYP2D6,rs16947,22,42127941,Topmed Standard
*147,CYP2D6,rs1065852,22,42130692,Topmed Standard
*7,CYP2D6,rs5030867,22,42127856,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*171,CYP2D6,rs59421388,22,42127608,Topmed Standard
*171,CYP2D6,rs374616348,22,42129183,Topmed Standard
*168,CYP2D6,rs118203758,22,42130667,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*72,CYP2D6,rs75386357,22,42127473,Topmed Standard
*147,CYP2D6,rs1065852,22,42130692,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*172,CYP2D6,rs16947,22,42127941,Topmed Standard
*73,CYP2D6,rs267608308,22,42129780,Topmed Standard
*160,CYP2D6,rs28371703,22,42129819,Topmed Standard
*154,CYP2D6,rs532668079,22,42126746,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*172,CYP2D6,rs16947,22,42127941,Topmed Standard
*114,CYP2D6,rs5030865,22,42129033,Topmed Standard
*86,CYP2D6,rs1135828,22,42128181,Topmed Standard
*86,CYP2D6,rs77913725,22,42128185,Topmed Standard
*81,CYP2D6,rs367543000,22,42128212,Topmed Standard
*82,CYP2D6,rs78459009,22,42129765,Topmed Standard
*88,CYP2D6,rs76187628,22,42129779,Topmed Standard
*160,CYP2D6,rs28371704,22,42129809,Topmed Standard
*160,CYP2D6,rs28371703,22,42129819,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*172,CYP2D6,rs16947,22,42127941,Topmed Standard
*84,CYP2D6,rs148769737,22,42128217,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*85,CYP2D6,.,22,42126634,Topmed Standard
*172,CYP2D6,rs16947,22,42127941,Topmed Standard
*86,CYP2D6,rs1135828,22,42128181,Topmed Standard
*86,CYP2D6,rs77913725,22,42128185,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*147,CYP2D6,rs1065852,22,42130692,Topmed Standard
*87,CYP2D6,rs773790593,22,42130778,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*88,CYP2D6,rs76187628,22,42129779,Topmed Standard
*89,CYP2D6,rs375135093,22,42129113,Topmed Standard
*115,CYP2D6,rs5030656,22,42128176,Topmed Standard
*90,CYP2D6,rs569229126,22,42129098,Topmed Standard
*158,CYP2D6,rs28371725,22,42127803,Topmed Standard
*172,CYP2D6,rs16947,22,42127941,Topmed Standard
*91,CYP2D6,.,22,42129056,Topmed Standard
*93,CYP2D6,.,22,42128272,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*94,CYP2D6,rs748712690,22,42127610,Topmed Standard
*147,CYP2D6,rs1065852,22,42130692,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*95,CYP2D6,rs77312092,22,42127457,Topmed Standard
*147,CYP2D6,rs1065852,22,42130692,Topmed Standard
*96,CYP2D6,rs763964554,22,42126896,Topmed Standard
*97,CYP2D6,.,22,42126697,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*98,CYP2D6,.,22,42126681,Topmed Standard
*172,CYP2D6,rs16947,22,42127941,Topmed Standard
*172,CYP2D6,rs1135840,22,42126611,Topmed Standard
*99,CYP2D6,rs267608276,22,42129827,Topmed Standard
*147,CYP2D6,rs1065852,22,42130692,Topmed Standard
